id,score,kill,reason,idea
3477,2,True,"Requires cumulative delta volume, external data.","Enter long/short positions when price diverges from cumulative delta volume during a volatility squeeze (Bollinger Bandwidth < 10-day average), exiting on opposing divergence or 1.5x average true range stop."
3478,7,False,"Uses Vortex, volume, ADX; decent logic.","Trade breakouts when the Vortex Indicator crossover aligns with a surge in volume percentile, exiting positions on ADX decline below 25 to capture early trend momentum."
3479,2,True,Requires funding rates and order book data.,"Combine Bollinger Bandwidth contraction with a surge in negative funding rates to long volatility breakouts, exiting on liquidity zone breaches via order book delta analysis."
3480,9,False,"Pure OHLCV, clear bands and volume rule.","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 3 months, entering only if volume surges above its 30-day average."
3481,8,False,"Uses bands, Keltner, Chandelier stops; clear.","Trade volatility squeeze breakouts using a combination of Bollinger Band width percentile and Keltner Channel proximity, with entries triggered only when both indicators confirm contraction extremes and exits based on Chandelier stops."
3482,2,True,"Requires funding rates, external data.","Trade crypto liquidation clusters by entering long when hourly price drops 10% with elevated funding rates, exiting when volatility contracts below 7-day ATR average."
3483,9,False,"Uses Donchian, EMA, ATR; clear OHLCV rules.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the 5-period EMA crosses above/below the 50-period EMA, with exits based on a trailing 2x ATR stop."
3484,2,True,Requires order book imbalance data.,"Trade breakouts following clustered liquidation events detected via order book imbalance, confirmed by a surge in volume and a volatility contraction pattern using Bollinger Band Width."
3485,2,True,"Requires funding rates and Z-score, external.","Trade long/short bias in perpetual futures when funding rate diverges from rolling 7-day Z-score by +/-2σ alongside 30-minute volume surge exceeding 20% of daily average, exiting at funding rate normalization or volatility contraction below Bollinger Band width threshold."
3486,2,True,"Requires open interest data, external.","Strategy that combines Bollinger Band squeeze with increasing open interest divergence to anticipate breakout direction, entering on confirmed volume surge and exiting at opposing Bollinger level."
3487,9,False,"Uses bands, volume, RSI; clear exit rule.","Trade breakouts when price crosses a 20-period Bollinger Band while volume spikes above its 30-day average, with exits triggered by a 5-period RSI crossing 70/30."
3488,8,False,"Uses Donchian, volume surge; exit vague.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the 3-day volume surge exceeds 2 standard deviations, with exits based on fractal resistance levels."
3489,2,True,"Requires liquidation zone data, external.","A strategy that enters long when price nears a high-density liquidation zone below current price with Bollinger Band width contraction below a 10-day average, exiting at the liquidity pool target or volatility expansion."
3490,2,True,Requires futures liquidations data.,"Trade long volatility breakouts when a Bollinger Band squeeze coincides with a spike in futures liquidations, exiting on retracement to the 20-period VWAP."
3491,2,True,Requires open interest and funding rates.,"Trade long when open interest spikes with negative funding rates and price touches the lower Bollinger Band, exiting on volatility expansion above the 20-period moving average."
3492,8,False,"Uses Vortex, ADX; clear entry/exit logic.","Trade volatility regime shifts using a combination of Vortex Indicator crossover (VI+/VI-) and ADX strength thresholds, entering only when both confirm trend acceleration and exiting on ADX decay below a dynamic trailing level."
3493,9,False,"Uses bands, ADX, ATR; clear OHLCV rules.","A volatility squeeze strategy combining Bollinger Band width percentile (20-period) and ADX crossover (14-period), entering when bands are in the lowest 10% of 6-month history and ADX rises above 25, exiting on 2x ATR reversal."
3494,1,True,"Requires options volume data, incompatible.","Trade volatility contraction breakouts using a combination of Bollinger Bandwidth percentile and Keltner Channel squeeze, filtered by abnormal options volume spikes in the same direction."
3495,9,False,"Pure OHLCV indicators, clear rules, good for crypto.","Trade volatility squeezes by entering when Bollinger Band width reaches a 10-day low and volume surges above 200% of its 20-day average, exiting on a 5% price reversal from the squeeze breakout."
3496,1,True,Requires liquidation data and funding rates.,"Trade long volatility breakouts following liquidation cascades detected via spikes in aggregated exchange liquidations data and negative funding rate extremes, with exits on ATR trailing stops."
3497,1,True,Requires liquidation and open interest data.,"Enter long/short positions when a Vortex Indicator crossover aligns with a volume spike above 90-day percentile, exiting trades when liquidation clusters form via open interest drop and funding rate reversal."
3498,8,False,"Uses only OHLCV indicators, clear entry/exit.","Volatility squeeze reversal strategy using Bollinger Band contraction below a 6-month percentile with a confirming ADX drop below 20, entering on the first closing price outside the bands with above-average volume."
3499,10,False,"Perfect OHLCV strategy, clear rules, universal.","Trade breakouts when price crosses a 50-period EMA with volume exceeding 2x the 20-day average, using a trailing stop based on the average true range (ATR)."
3500,9,False,"Pure price/volume, clear logic, good fit.","Trade breakouts when the 20-period Bollinger Band width contracts below its 10-day average while volume spikes above its 30-day median, exiting on a 2:1 risk-reward ratio."
3501,1,True,Requires funding rates and liquidation data.,"A strategy that triggers trades when a sudden spike in funding rates coincides with a breach of Bollinger Bands, targeting liquidation cascades with profit targets set using recent volatility-adjusted price extremes."
3502,9,False,"Uses only OHLCV indicators, clear rules.","Volatility squeeze breakout strategy using Bollinger Bandwidth contraction to 20-day low combined with ADX below 25, entering on 2x average volume spike with exits via trailing ATR stop."
3503,10,False,"Pure OHLCV, clear entry/exit, works anywhere.","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Chaikin Money Flow exceeds 0.25, with exits on a 2:1 risk-reward ratio."
3504,9,False,"OHLCV only, clear logic, minor timeframe note.","Trade breakouts when price crosses a 20-period Donchian channel while the Bollinger Bands width is at a 6-month low, with exits on a 2:1 risk-reward ratio."
3505,8,False,"Uses OHLCV indicators, clear entry/exit logic.","A volatility-squeeze strategy combining Bollinger Bands width percentile and VWAP slope, entering when both indicators reach extreme thresholds simultaneously and exiting on parabolic SAR reversal."
3506,1,True,Requires order book heatmap data.,"Trade breakouts from Bollinger Band squeezes coinciding with liquidation cluster levels identified via order book heatmaps, entering on volatility expansion confirmation."
3507,1,True,Requires order book and liquidation data.,"Trade breakouts when price approaches detected liquidation clusters (via order book heatmap analysis) confirmed by on-balance volume divergence, with exits triggered by volatility contraction below a rolling percentile threshold."
3508,1,True,Requires liquidation data for entry context.,"Exploit post-liquidation volatility surges by combining long wick candlesticks with 90th percentile volume spikes, entering on Bollinger Band expansion confirmation and exiting at VWAP mean reversion."
3509,10,False,"Pure OHLCV, clear rules, perfect for crypto.","A volatility squeeze strategy that triggers long/short entries when Bollinger Bands contract below a 10-day historical volatility threshold, with exits on a 2x ATR profit target or 1x ATR stop-loss."
3510,1,True,Requires on-chain liquidation cluster data.,"Trade volatility compression breakouts using a Bollinger Band Width threshold combined with on-chain liquidation cluster levels, entering only when price breaches a liquidation-dense zone during low volatility."
3511,1,True,Requires liquidation cluster level data.,"Trade reversions when price breaches a liquidation cluster level during volatility squeezes (Bollinger Band Width < 0.5*ATR), exiting on retracements to volume-weighted VWAP zones."
3512,9,False,"Uses only OHLCV indicators, clear logic.","Combine the Vortex Indicator's trend confirmation with Choppiness Index extremes, entering trades when both align with expanding volume clusters and exiting on opposing Vortex signals."
3513,9,False,"OHLCV only, clear logic, minor timeframe note.","A breakout strategy that triggers when price crosses a 20-period Donchian Channel while the Bollinger Band width is at a 6-month low, with exits on a 2:1 risk-reward ratio."
3514,10,False,"Pure OHLCV indicators, clear rules, universal.","A momentum strategy that triggers long positions when price breaks above the upper Bollinger Band while the ADX rises above 25, with exits on a 2-period RSI drop below 70."
3515,1,True,Requires liquidation zones and order book data.,Trade breakouts from aggregated liquidation zones using a volatility contraction (Bollinger Band Width < historical percentile) with confirmation from sudden order book imbalance reversals.
3516,10,False,"Pure OHLCV, clear entry/exit, perfect fit.","Trade breakouts when the Chande Momentum Oscillator crosses its signal line during a Bollinger Band width 20-day low, confirmed by volume exceeding the 50-day average."
3517,9,False,"Uses only OHLCV indicators, clear rules.","Trade volatility squeeze breakouts using a combination of Bollinger Band width and Chaikin Oscillator divergence, entering on a confirmed breakout with volume surge and exiting when price crosses a trailing parabolic SAR."
3518,9,False,"Pure OHLCV, clear entry/exit logic.","A trend-following strategy using Vortex Indicator crossover combined with volume surge confirmation, exiting on Bollinger Band width contraction below a rolling percentile threshold."
3519,9,False,"Uses only OHLCV indicators, clear rules.","A Bollinger Band squeeze combined with a surge in volume and declining ADX to signal low-volatility breakouts, entering on the close above the upper band with a trailing stop based on Chande's volatility bands."
3520,9,False,"Pure OHLCV indicators, clear entry/exit rules","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the Chaikin Money Flow exceeds 0.2, with exits on a 5-day low/high reversal."
3521,2,True,Requires liquidation data and order book,"Trade cryptocurrency liquidation clusters by entering when price retraces 50% of the liquidation spike with confirming order book imbalance, targeting the average liquidation size as profit."
3522,10,False,Perfect fit: price/volume indicators only,"Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 30 days, with confirmation from a surge in volume exceeding the 50-day average."
3523,10,False,"Pure OHLCV indicators, clear rules","Trade volatility contractions by entering when Bollinger Band width hits a 10-day low and ADX drops below 20, exiting on a 2x ATR move or 3-day timeout."
3524,2,True,Requires funding rate data,"Trade Bollinger Band extremes combined with funding rate divergences, entering when price breaches the lower/upper band while funding rates indicate overcrowded positions, exiting on mean reversion to the band's midline."
3525,10,False,"Pure OHLCV indicators, clear entry/exit","A volatility squeeze strategy using Bollinger Band width and VWAP, entering on a breakout with volume confirmation and exiting at 2x ATR from entry."
3526,10,False,Perfect fit: price/volume indicators only,A volatility squeeze strategy that triggers long entries when Bollinger Bands contract below a 20-day historical volatility threshold and price breaks above the upper band with confirming RSI below 70.
3527,10,False,"Pure OHLCV indicators, clear rules","A volatility squeeze strategy that triggers long/short entries when Bollinger Bands contract below a 20-day historical volatility threshold, with exits based on parabolic SAR crossovers."
3528,10,False,Perfect fit: price/volume indicators only,A breakout strategy that triggers when price crosses a 20-day Donchian channel while the MACD histogram is above zero and volume spikes above its 30-day average.
3529,10,False,"Pure OHLCV indicators, clear entry/exit","Trade volatility squeeze breakouts using a confluence of Bollinger Band width contraction to 20-day lows and a surge in volume above 50-day average, with entries triggered by price closing outside bands and exits on Bollinger midline reversion."
3530,10,False,Perfect fit: price/volume indicators only,"Enter long positions when price breaches the lower Bollinger Band during a volume surge exceeding 2x 20-day average, with ADX below 25 indicating weak trend, exiting at middle band crossover."
3531,10,False,"Pure OHLCV indicators, clear rules","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the ADX rises above 25, with exits on a 3-day low/high close."
3532,2,True,Requires volume delta and open interest,"Trade breakouts following coiling phases identified by narrowing Bollinger Bands width crossing below historical percentile, filtered by anomalously low volume delta and increasing open interest in derivatives markets."
3533,2,True,Requires VIX data,"Trade breakouts when the 4-hour Heikin-Ashi closes beyond Bollinger Bands (20,2) during low VIX periods, confirmed by 3x average volume spikes in preceding 30m candles."
3534,2,True,Requires funding rate and liquidity pool data,"Trade counter-trend positions when funding rates reach extremes combined with Bollinger Band width contraction, exiting on breakouts beyond recent liquidity pool concentrations."
3535,10,False,"Pure OHLCV indicators, clear rules","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 3-day volume average is 150% above normal, with exits based on Bollinger Band squeezes."
3536,2,True,Requires put/call ratio data,"Trade volatility squeezes by combining Bollinger Band contraction with a surge in put/call ratio divergence, entering on breakout direction confirmed by volume-weighted momentum flip."
3537,2,True,Requires funding rate and order book,"Anticipate liquidation cascades by combining funding rate extremes with order book imbalance signals, entering contrarian positions when both align and exiting via Bollinger Band volatility expansion."
3538,10,False,"Pure OHLCV indicators, clear entry/exit","Enter long positions when the Vortex Indicator crosses above a threshold with increasing volume, and exit using a trailing Chandelier Stop based on recent volatility spikes."
3539,10,False,Perfect fit: price/volume indicators only,"A volatility breakout strategy that triggers long/short entries when price crosses a dynamic Bollinger Band width threshold, with exits based on anchored VWAP zones."
3540,10,False,"Pure OHLCV indicators, clear rules","Volatility contraction breakout: enter long/short when price breaks the 20-day Bollinger Band width's lowest 5% range with confirming volume spike, exit on Keltner Channel expansion exceeding historical average."
3541,10,False,Perfect fit: price/volume indicators only,"Trade breakouts from the tightest 10-day Bollinger Band width accompanied by volume exceeding 150% of the 20-day average, with exits on Bollinger Band midline touch."
3542,2,True,Long straddle requires options,"Trade volatility expansion post-consolidation by combining ADX below 25, narrowing Bollinger Band width (10-day percentile), and declining volume trend, entering long straddle when all conditions trigger and exiting on 2x average band width expansion."
3543,10,False,"Pure OHLCV indicators, clear entry/exit","Trade breakouts when Bollinger Band width contracts to a 20-day low while volume spikes above its 50-day average, exiting on a 2:1 reward-to-risk ratio."
3544,2,True,Requires liquidation cluster data,"A liquidation-based reversal strategy that triggers long entries when price approaches detected liquidation clusters with oversold RSI under 30, exiting on RSI crossing above 50 with confirmation from rising volume."
3545,9,False,"Uses only OHLCV indicators, clear entry/exit rules.","Trade breakouts from consolidation zones identified by narrowing Keltner Channels combined with surging volume exceeding 90th percentile, exiting on Bollinger Band width expansion."
3546,1,True,Requires order book data (liquidation clusters).,"Trade breakouts when price approaches liquidation clusters identified by order book imbalance during low volatility (Bollinger Band squeeze), exiting on volatility expansion above historical average."
3547,8,False,"Uses OHLCV indicators, clear logic, minor vagueness.","Trigger trades when volume-weighted average price (VWAP) converges with a tightening Keltner Channel during low volatility regimes, exiting on momentum confirmation via MACD histogram flip."
3548,10,False,"Pure price/volume indicators, clear entry/exit rules.","Enter long when price crosses above VWAP with expanding Bollinger Band width, exit on contraction below a threshold."
3549,1,True,Requires order book heatmaps (external data).,"A liquidation cluster breakout strategy that enters trades when price approaches high-density liquidation zones identified via order book heatmaps, with confirmation from a 3-day volatility contraction below its 20-day average."
3550,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the ADX rises above 25, with exits on a 2:1 reward-to-risk ratio using ATR-based stops."
3551,8,False,"Uses OHLCV indicators, clear entry/exit rules.","Enter long when Vortex Indicator confirms an uptrend with VI+ crossing above VI- and Chande Momentum Oscillator exceeds +30, exit on a 15% volume drop below 20-day average; inverse for shorts."
3552,1,True,Requires funding rate data (external).,"Trade counter-trend reversals by combining a spike in negative funding rate divergence with Bollinger Band squeeze, entering when price breaks the lower band and exiting at the upper band or after 48 hours."
3553,8,False,"Uses OHLCV indicators, clear entry/exit rules.","Volatility-adjusted VWAP breakout strategy that enters long/short when price crosses the VWAP while Bollinger Band width expands beyond 2 standard deviations, exiting on mean reversion signals from the Keltner Channel squeeze."
3554,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A volatility squeeze strategy that triggers long entries when Bollinger Bands contract below a historical percentile while MACD crosses above zero, with exits on Bollinger Band width expansion."
3555,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 3-day average volume exceeds the 20-day average by 50%, with exits on a 2:1 risk-reward ratio."
3556,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Trade breakouts when price exits a volatility squeeze (Bollinger Band width 10-day low) confirmed by a surge in volume exceeding 20-day average, with exits on a 3x ATR reversal from the extreme."
3557,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Combine Bollinger Band squeeze with Keltner Channel breakout confirmation, entering trades when price exits the squeeze zone with a surge in ADX to validate trend strength."
3558,1,True,Requires order book heatmaps (external data).,A strategy leveraging clustered liquidation levels identified via order book heatmaps to fade price spikes with entries confirmed by diverging on-balance volume and exits at pre-liquidation support/resistance zones.
3559,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A volatility-squeeze strategy combining Bollinger Bands and Keltner Channels, entering when price breaks the upper band with volume exceeding 1.5x 20-day average, exiting on lower Bollinger touch or 5% trailing stop."
3560,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A breakout strategy that triggers when price crosses a 20-day Donchian channel while volume spikes above its 90th percentile, with exits based on a trailing 3x ATR stop."
3561,1,True,Requires perpetual futures funding rates.,"Short-term reversal strategy triggered by a confluence of high perpetual futures funding rates and sudden volume spikes, exiting on Bollinger Band volatility contraction."
3562,9,False,"Uses OHLCV indicators, clear entry/exit rules.","A volatility breakout strategy that enters long when price exits a Bollinger Band squeeze (20-day SMA with 2 STD) coinciding with a 50-day volume surge, exiting on a 14-day RSI reversal above 70 or below 30."
3563,8,False,"Uses OHLCV indicators, clear entry/exit rules.","A breakout strategy that triggers when price crosses a 20-day high/low while the Chaikin Money Flow exceeds ±0.25, with exits based on a 3-day rolling pivot point reversal."
3564,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Trade volatility squeezes by entering when Bollinger Band width contracts below a 10-day low and volume surges past its 20-day average, exiting at the upper/lower band touch."
3565,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Trade volatility contraction breakouts using a dual confirmation of Bollinger Band width percentile and Keltner Channel squeeze, entering on the first close outside bands with volume expansion, exiting via trailing ATR stop."
3566,1,True,Requires futures OI clusters (external data).,"Trade counter-trend reversals when price breaches a volatility-adjusted liquidation heatmap zone (derived from aggregated futures OI clusters) and 4-hour RSI diverges, exiting on retracement to volume-weighted VWAP."
3567,1,True,Requires order book heatmaps (external data).,"A liquidation cluster strategy that triggers entries when price approaches high liquidation zones identified by order book heatmaps, combined with a volatility contraction signal from Bollinger Band width, exiting at predefined liquidity pockets."
3568,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Combine Bollinger Band squeeze with ADX trend strength, entering long/short when volatility expands above a threshold and ADX confirms trend direction, exiting on opposing squeeze signal."
3569,9,False,"Uses OHLCV indicators, clear entry/exit rules.","Volatility contraction breakout strategy using a combination of Bollinger Band width (20-period, 2σ) crossing below its 10-day average and a surge in volume exceeding 1.5x 20-day MA, with exits triggered by opposing Keltner Channel (20-period, 1."
3570,9,False,"Pure OHLCV indicators, clear entry/exit rules","A volatility breakout strategy that triggers long entries when price exceeds the upper Bollinger Band while the ADX rises above 25, with exits on a 2:1 reward-risk ratio."
3571,9,False,Uses only price/volume indicators with clear logic,"Trade volatility contractions using Bollinger Band Width crossing below a threshold combined with declining ADX, entering on the breakout direction confirmed by volume surge, exiting at 2x ATR from entry."
3572,1,True,Requires funding rates data,"Trade long volatility breakouts when the 4-hour Bollinger Band width contracts below historical 5th percentile while funding rates diverge negatively, exiting at mean reversion of funding rates or volatility expansion beyond 90th percentile."
3573,1,True,Requires liquidation heatmaps data,"Trade breakouts when price exits a 4-hour volatility squeeze (Bollinger Band + Keltner Channel) near high-liquidation zones identified via cumulative liquidation heatmaps, with targets set at 1.5x average squeeze range."
3574,9,False,"Pure OHLCV indicators, clear entry/exit rules","A volatility squeeze strategy that triggers long entries when Bollinger Band width contracts below its 20-day low while ADX rises above 25, targeting 1.5x the squeeze range."
3575,9,False,"Pure OHLCV indicators, clear entry/exit rules","Volatility squeeze strategy combining Bollinger Bandwidth contraction below a 20-day low with ADX rising above 25 to confirm breakout direction, exiting on opposite band touch."
3576,1,True,Requires funding rates and Renko data,"Trade breakouts from Bollinger Band squeezes coinciding with a surge in negative funding rates, targeting liquidity gaps beyond recent swing highs/lows with dynamic stops based on Renko block reversals."
3577,9,False,"Pure OHLCV indicators, clear entry/exit rules","A volatility breakout strategy that triggers long entries when price exceeds the upper Bollinger Band while the ADX rises above 25, with exits on a 2:1 reward-to-risk ratio."
3578,9,False,"Pure OHLCV indicators, clear entry/exit rules","Trade volatility contraction breakouts signaled by a Bollinger Bandwidth 20-day low combined with a 50-day volume surge, exiting on Keltner Channel crossover."
3579,9,False,"Pure OHLCV indicators, clear entry/exit rules","A volatility squeeze strategy that triggers long/short entries when Bollinger Band width contracts below its 20-day low while ADX rises above 25, exiting on opposite band touches."
3580,9,False,"Pure OHLCV indicators, clear entry/exit rules","A momentum strategy that triggers long entries when price breaks above the upper Bollinger Band on above-average volume while the MACD histogram is accelerating, with exits on a 2:1 risk-reward ratio."
3581,9,False,"Pure OHLCV indicators, clear entry/exit rules","A momentum strategy that triggers long entries when price breaks above the upper Bollinger Band while the MACD histogram is accelerating, with exits based on a trailing 3x ATR stop."
3582,9,False,"Pure OHLCV indicators, clear entry/exit rules","Trade volatility contractions using a Bollinger Band-Keltner Channel squeeze confirmed by rising volume, entering on breakout direction and exiting at opposing band/channel thresholds."
3583,8,False,Good indicator combo but vague exit rules,"A strategy that combines the Chande Momentum Oscillator with Bollinger Band width contraction, entering trades when momentum confirms the breakout direction from the squeeze."
3584,8,False,"Good indicator combo, clear logic","Trade breakouts when the Vortex Indicator crossover coincides with a surge in KST momentum oscillator, exiting on KST signal line reversal and filtering low-volume periods."
3585,9,False,"Pure OHLCV indicators, clear entry/exit rules","Volatility squeeze entry using Bollinger Band width contraction below a 10-day low combined with a volume surge above 20-day average, exiting via a trailing 5% stop-loss."
3586,9,False,"Pure OHLCV indicators, clear entry/exit rules","A momentum strategy that triggers long entries when price breaks above the 20-day high with volume exceeding its 30-day average by 2x, and exits when the 5-day RSI crosses below 70."
3587,9,False,"Pure OHLCV indicators, clear entry/exit rules","A momentum strategy that triggers long positions when the 50-day SMA crosses above the 200-day SMA with volume exceeding its 20-day average, and exits when the Chaikin Money Flow turns negative."
3588,9,False,"Pure OHLCV indicators, clear entry/exit rules","A volatility squeeze strategy that triggers entries when Bollinger Bands contract below a 20-day historical volatility threshold, with exits on a breakout beyond 1.5x the average true range."
3589,9,False,"Pure OHLCV indicators, clear entry/exit rules","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Stochastic RSI is above 80, with exits based on a trailing 2x ATR stop."
3590,1,True,Requires orderbook delta data,"Trade breakouts when price approaches liquidation clusters identified by orderbook delta divergence, with entries triggered by Bollinger Band squeeze confirmation and exits on volatility expansion."
3591,9,False,"Pure OHLCV indicators, clear entry/exit rules","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Chaikin Money Flow exceeds 0.2, with exits on 2x ATR trailing stop."
3592,9,False,"Pure OHLCV indicators, clear entry/exit rules","Enter long/short positions when Bollinger Bandwidth reaches a 10-day low followed by a close outside the bands with volume exceeding 1.5x the 20-day average, exiting on a re-cross inside or after 5 periods."
3593,9,False,"Pure OHLCV indicators, clear entry/exit rules","Trade volatility breakouts when Bollinger Band width contracts below a historical percentile and price closes outside Keltner Channels, with confirmation from a surge in volume above the 20-day average."
3594,8,False,"Good indicator combo, clear logic","Enter long positions when Bollinger Bandwidth contracts to a 6-month low paired with Elder Ray Index Bull Power crossing above its 20-day SMA, exiting when bandwidth expands beyond 1.5x the entry level."
3595,2,True,Requires open interest and VWAP external data,"Trade liquidations-driven reversals by triggering contrarian entries when open interest sharply declines alongside a spike in ATR, targeting a reversion to the 1-hour VWAP as exit."
3596,8,False,"Uses OHLCV indicators, clear entry/exit rules","Volatility contraction breakout using Bollinger Band width hitting 6-month lows combined with volume surge above 20-day average and ADX cross above 25, exiting on opposite band touch."
3597,2,True,Requires funding rate external data,"Combine Bollinger Band squeeze with negative funding rate divergence to long volatility during liquidation cascades, exiting when funding reverts to positive."
3598,9,False,"Pure price/volume indicators, clear risk management","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the ADX rises above 25, with exits on a 2:1 risk-reward ratio using ATR-based stops."
3599,8,False,"Uses only OHLCV indicators, clear logic","Combine Vortex Indicator trend confirmation with Chande Momentum Oscillator extremes and On-Balance Volume divergence, entering trades when all three align and exiting on Vortex reversal or CMO crossover."
3600,9,False,"Uses OHLCV indicators, clear entry/exit","A volatility squeeze strategy combining Bollinger Bands and Keltner Channels, entering when price breaks the squeeze with a volume surge exceeding the 20-day average, exiting via a trailing stop set at 2x the 14-period ATR."
3601,2,True,Requires on-chain leverage data,"Combine Bollinger Band width contraction with liquidation cluster proximity to trigger entries when price breaks the squeeze direction, using on-chain leverage data to identify clustered liquidation levels as confirmation."
3602,9,False,"Pure price/volume indicators, clear rules","Trade Bollinger Band squeezes with ADX confirmation: enter long/short when price breaks upper/lower band with ADX > 25, exit using trailing stop based on 50% of squeeze width."
3603,8,False,"Uses OHLCV indicators, clear entry logic","Trade volatility squeeze breakouts using a confluence of Bollinger Band width percentile (20-day) and Keltner Channel contraction, with entry triggered by a 2x volume spike and confirmed MACD crossover."
3604,8,False,"Uses OHLCV indicators, clear entry/exit","Trade breakouts when price crosses a 20-day high/low while the Chaikin Money Flow confirms accumulation/distribution, with exits on 5-day RSI extremes."
3605,8,False,"Uses OHLCV indicators, clear rules","Enter long when price breaks above the upper Donchian Channel (20-day) with volume exceeding 1.5x 10-day median, exit on a close below the 5-day volatility-weighted moving average."
3606,8,False,"Uses OHLCV indicators, clear logic","Volatility contraction breakout strategy using Bollinger Bandwidth 20-day low combined with volume 20-day low, entering on a close outside Keltner Channels for confirmation, exiting on re-entry into Bollinger Bands."
3607,8,False,"Uses OHLCV indicators, clear entry/exit","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the 50-period volume moving average exceeds its 90th percentile, with exits based on a trailing 2x ATR stop."
3608,8,False,"Uses OHLCV indicators, clear logic","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Stochastic RSI is oversold, with exits on Bollinger Band squeezes."
3609,8,False,"Uses OHLCV indicators, clear entry logic","Trade Bollinger Band-MFI divergence by entering when price touches the lower band with rising MFI (or upper band with falling MFI) and exit using ADX trend confirmation, filtered through session-specific volatility percentiles."
3610,8,False,"Uses OHLCV indicators, clear exit rules","Trade breakouts when price crosses a 50-period EMA while the Bollinger Band width is at a 6-month low, exiting on a 2x ATR move or a reversal past the EMA."
3611,8,False,"Uses OHLCV indicators, clear logic","Trade volatility contraction breakouts using a Bollinger Band Width threshold, VWAP crossover, and confirming volume contraction, with exits triggered by ADX trend strength deterioration."
3612,8,False,"Uses OHLCV indicators, clear entry/exit","A breakout strategy that triggers when price crosses a 20-day Donchian channel while the 3-day average true range exceeds its 50-day median, with exits based on parabolic SAR reversals."
3613,2,True,Requires funding rate external data,"Trade long positions after detecting long liquidations via negative funding rates and open interest drops, combined with RSI under 30, exiting at RSI 50 or 4-hour time stop."
3614,8,False,"Uses OHLCV indicators, clear entry/exit","Trade breakouts when Bollinger Band width contracts to a 20-day low accompanied by a surge in volume exceeding VWAP by 150%, exiting on band expansion beyond historical volatility thresholds."
3615,9,False,"Pure price/volume indicators, clear rules","Trade Bollinger Band contraction (3-month low width) with RSI crossover above/below 50, exiting on a close beyond opposite band or 1.5x ATR trailing stop."
3616,2,True,Requires liquidation zone external data,"Trade breakouts from Bollinger Band squeezes occurring near high-liquidation zones, entering on a close outside the bands with volume confirmation and exiting at 1.5x average squeeze range."
3617,2,True,Requires VIX and orderbook data,"Short-term reversal strategy triggered when price approaches a high-liquidity zone (identified via cumulative volume delta clusters) with simultaneous divergence in Vortex Indicator, exiting upon liquidity absorption confirmation via 5-minute volume surge and VIX spike correlation."
3618,8,False,"Uses OHLCV indicators, clear entry logic","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 3 months, with confirmation from a surge in volume exceeding its 50-day average by 200%."
3619,2,True,Requires orderbook and liquidation data,"Trade breakouts when price approaches clustered liquidation levels (from orderbook data) during low volatility regimes (measured by 4hr Bollinger Bandwidth), targeting the accelerated move post-liquidation cascade."
3620,9,False,"Pure price/volume indicators, clear rules, good for crypto.","Volatility contraction breakout using narrowing Keltner Channel width coupled with increasing volume, entering on close beyond upper/lower bands with stops set at the opposite band."
3621,8,False,"Uses only OHLCV indicators, clear logic, minor adaptation.","Trade volatility squeezes by entering when Bollinger Band width contracts below a historical percentile and price breaks the Keltner Channel, exiting on a volatility spike measured by normalized ATR divergence."
3622,8,False,"OHLCV-based, clear entry/exit, timeframe adaptation needed.","Trade breakouts when price crosses a 20-period Donchian channel while the Bollinger Band width is at a 6-month low, targeting 1.5x the average true range."
3623,9,False,"Uses only price/volume indicators, clear entry/exit rules.","A volatility squeeze strategy that triggers long entries when Bollinger Bands contract below a 20-day threshold and RSI crosses above 50, with exits on Bollinger Band width expansion beyond 2 standard deviations."
3624,2,True,"Requires on-chain liquidation data, not OHLCV.","Execute long/short trades when price nears clustered liquidation levels (via on-chain data) during Bollinger Band width contractions, exiting upon volatility expansion post-trigger using a dynamic ATR trailing stop."
